Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Components	Taxonomic lineage	Genome assembly ID	Genome representation
UP000694545	Varanus komodoensis (Komodo dragon)	61221	29080	C:89.5%[S:66.0%,D:23.6%],F:3.2%,M:7.3%,n:7480	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Anguimorpha, Paleoanguimorpha, Varanoidea, Varanidae, Varanus	GCA_004798865.1	full
UP000694546	Gadus morhua (Atlantic cod)	8049	61795	C:91.6%[S:44.0%,D:47.6%],F:2.3%,M:6.2%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Unassembled WGS sequence; Chromosome 23; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Paracanthopterygii, Zeiogadaria, Gadariae, Gadiformes, Gadoidei, Gadidae, Gadus	GCA_902167405.1	full
UP000694548	Nothobranchius furzeri (Turquoise killifish)	105023	54480	C:83.2%[S:46.6%,D:36.6%],F:2.4%,M:14.4%,n:15213	Unknown	Chromosome sgr01; Chromosome sgr02; Chromosome sgr03; Chromosome sgr05; Chromosome sgr04; Chromosome sgr06; Chromosome sgr07; Chromosome sgr08; Chromosome sgr09; Chromosome sgr10; Chromosome sgr11; Chromosome sgr12; Chromosome sgr13; Chromosome sgr15; Chromosome sgr14; Chromosome sgr16; Chromosome sgr17; Chromosome sgr18; Chromosome sgr19; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Atherinomorphae, Cyprinodontiformes, Aplocheiloidei, Nothobranchiidae, Nothobranchius	GCA_001465895.2	full
UP000694549	Anas zonorhyncha (Eastern spot-billed duck)	75864	28886	C:94.6%[S:58.0%,D:36.6%],F:2.0%,M:3.4%,n:8338	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Galloanserae, Anseriformes, Anatidae, Anatinae, Anas	GCA_002224875.1	full
UP000694551	Strix occidentalis caurina (northern spotted owl)	311401	23547	C:84.4%[S:67.5%,D:16.9%],F:6.2%,M:9.4%,n:8338	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Strigiformes, Strigidae, Strix, Strix occidentalis	GCA_002372975.1	full
UP000694552	Otus sunia (Oriental scops-owl)	257818	24027	C:94.4%[S:71.6%,D:22.7%],F:2.2%,M:3.5%,n:8338	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Strigiformes, Strigidae, Otus	GCA_010365825.1	full
UP000694553	Corvus moneduloides (New Caledonian crow)	1196302	28261	C:94.4%[S:59.2%,D:35.2%],F:1.4%,M:4.2%,n:10844	Unknown	Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Passeriformes, Corvoidea, Corvidae, Corvus	GCA_009650955.1	full
UP000694555	Buteo japonicus	224669	25714	C:88.1%[S:61.6%,D:26.5%],F:5.1%,M:6.8%,n:8338	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Accipitrimorphae, Accipitriformes, Accipitridae, Accipitrinae, Buteo	GCA_010312235.1	full
UP000694556	Cairina moschata (Muscovy duck)	8855	28574	C:95.4%[S:60.5%,D:34.9%],F:1.7%,M:2.9%,n:8338	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome Z; Chromosome 29; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Galloanserae, Anseriformes, Anatidae, Anatinae, Cairina	GCA_009194515.1	full
UP000694557	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	115433	C:98.0%[S:26.0%,D:72.0%],F:0.6%,M:1.4%,n:3640	Unknown	Linkage Group LG1; Linkage Group LG10; Linkage Group LG11; Linkage Group LG12; Linkage Group LG13; Linkage Group LG14; Linkage Group LG15; Linkage Group LG16; Linkage Group LG17; Linkage Group LG18; Linkage Group LG19; Linkage Group LG2; Linkage Group LG20; Linkage Group LG21; Linkage Group LG22; Linkage Group LG23; Linkage Group LG24; Linkage Group LG25; Linkage Group LG26; Linkage Group LG27; Linkage Group LG28; Linkage Group LG29; Linkage Group LG3; Linkage Group LG30; Linkage Group LG4; Linkage Group LG5; Linkage Group LG6; Linkage Group LG7; Linkage Group LG8; Linkage Group LG9; Mitochondrion MT; Unassembled WGS sequence; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Protacanthopterygii, Salmoniformes, Salmonidae, Salmoninae, Oncorhynchus	GCA_002021735.2	full
UP000694559	Naja naja (Indian cobra)	35670	29718	C:85.0%[S:56.6%,D:28.4%],F:3.7%,M:11.3%,n:7480	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Serpentes, Colubroidea, Elapidae, Elapinae, Naja	GCA_009733165.1	full
UP000694560	Malurus cyaneus samueli	2593467	23024	C:83.1%[S:64.0%,D:19.1%],F:4.0%,M:12.8%,n:10844	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Passeriformes, Meliphagoidea, Maluridae, Malurus, Malurus cyaneus	GCA_009741485.1	full
UP000694562	Falco tinnunculus (Common kestrel)	100819	25297	C:95.4%[S:65.1%,D:30.3%],F:1.4%,M:3.2%,n:8338	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Falconiformes, Falconidae, Falco	GCA_010332995.1	full
UP000694563	Catharus ustulatus (Russet-backed thrush) (Hylocichla ustulatus)	91951	28921	C:89.9%[S:59.5%,D:30.4%],F:2.5%,M:7.6%,n:10844	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 20; Chromosome 18; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Chromosome 30; Chromosome 31; Chromosome 32; Chromosome 33; Chromosome 34; Chromosome 35; Chromosome 36; Chromosome 37; Chromosome 38; Chromosome 39; Chromosome 40; Chromosome W; Chromosome Z; Mitochondrion MT; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Australaves, Passeriformes, Turdidae, Catharus	GCA_009819885.1	full
UP000694565	Cyclopterus lumpus (Lumpsucker)	8103	50861	C:92.7%[S:53.1%,D:39.6%],F:2.4%,M:4.9%,n:3640	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Cottioidei, Cottales, Cyclopteridae, Cyclopterinae, Cyclopterus	GCA_009769545.1	full
UP000694567	Bubo bubo (Eurasian eagle-owl) (Strix bubo)	30461	25032	C:90.8%[S:62.7%,D:28.1%],F:3.5%,M:5.7%,n:8338	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Neoaves, Telluraves, Strigiformes, Strigidae, Bubo	GCA_010303855.1	full
UP000694568	Sander lucioperca (Pike-perch) (Perca lucioperca)	283035	61000	C:96.1%[S:50.7%,D:45.3%],F:1.5%,M:2.4%,n:3640	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes, Percoidei, Percidae, Luciopercinae, Sander	GCA_008315115.1	full
UP000694569	Leptobrachium leishanense (Leishan spiny toad)	445787	48917	C:91.7%[S:46.1%,D:45.6%],F:2.0%,M:6.3%,n:5310	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amphibia, Batrachia, Anura, Pelobatoidea, Megophryidae, Leptobrachium	GCA_009667805.1	full
UP000694580	Denticeps clupeoides (denticle herring)	299321	61792	C:94.3%[S:47.1%,D:47.2%],F:1.3%,M:4.5%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Clupei, Clupeiformes, Denticipitoidei, Denticipitidae, Denticeps	GCA_900700375.2	full
UP000694620	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	27687	33804	C:90.7%[S:67.0%,D:23.7%],F:1.9%,M:7.4%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Mitochondrion MT; Chromosome 18; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Cladistia, Polypteriformes, Polypteridae, Erpetoichthys	GCA_900747795.2	full
UP000694680	Gouania willdenowi (Blunt-snouted clingfish) (Lepadogaster willdenowi)	441366	56004	C:92.8%[S:51.1%,D:41.8%],F:1.8%,M:5.4%,n:3640	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Mitochondrion MT; Chromosome 24; Unassembled WGS sequence	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Blenniimorphae, Blenniiformes, Gobiesocoidei, Gobiesocidae, Gobiesocinae, Gouania	GCA_900634775.1	full
UP000694843	Hyalella azteca (Amphipod)	294128	21129	C:95.6%[S:74.4%,D:21.1%],F:2.0%,M:2.5%,n:1013	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Crustacea, Multicrustacea, Malacostraca, Eumalacostraca, Peracarida, Amphipoda, Senticaudata, Talitrida, Talitroidea, Hyalellidae, Hyalella	GCF_000764305.2	full
UP000694844	Crassostrea virginica (Eastern oyster)	6565	50249	C:98.2%[S:53.6%,D:44.6%],F:0.3%,M:1.5%,n:5295	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Mitochondrion MT	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Bivalvia, Autobranchia, Pteriomorphia, Ostreida, Ostreoidea, Ostreidae, Crassostrea	GCF_002022765.2	full
UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	25685	C:98.7%[S:62.6%,D:36.2%],F:0.5%,M:0.7%,n:954	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Echinodermata, Eleutherozoa, Asterozoa, Asteroidea, Valvatacea, Valvatida, Acanthasteridae, Acanthaster	GCF_001949145.1	full
UP000694846	Sipha flava (yellow sugarcane aphid)	143950	18157	C:97.1%[S:63.5%,D:33.5%],F:0.2%,M:2.7%,n:2510	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Hemiptera, Sternorrhyncha, Aphidomorpha, Aphidoidea, Aphididae, Chaitophorinae, Sipha	GCF_003268045.1	full
UP000694850	Orycteropus afer afer	1230840	18927	C:81.7%[S:81.1%,D:0.6%],F:1.1%,M:17.2%,n:11366	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Afrotheria, Tubulidentata, Orycteropodidae, Orycteropus, Orycteropus afer	GCF_000298275.1	full
UP000694851	Hipposideros armiger (Great Himalayan leaf-nosed bat)	186990	36412	C:93.4%[S:47.8%,D:45.6%],F:3.9%,M:2.8%,n:12234	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Chiroptera, Yinpterochiroptera, Rhinolophoidea, Hipposideridae, Hipposideros	GCF_001890085.2	full
UP000694856	Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus)	419612	43046	C:98.7%[S:47.0%,D:51.7%],F:0.4%,M:0.9%,n:13335	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Chromosome 25; Chromosome 26; Chromosome 27; Chromosome 28; Chromosome 29; Chromosome 30; Chromosome 31; Chromosome 32; Chromosome 33; Chromosome 34; Chromosome 35; Chromosome 36; Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Tylopoda, Camelidae, Camelus	GCF_009834535.1	full
UP000694857	Balaenoptera musculus (Blue whale)	9771	42275	C:98.9%[S:45.2%,D:53.7%],F:0.3%,M:0.9%,n:13335	Unknown	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome X; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome Y; Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Whippomorpha, Cetacea, Mysticeti, Balaenopteridae, Balaenoptera	GCF_009873245.2	full
UP000694865	Saccoglossus kowalevskii (Acorn worm)	10224	21767	C:89.9%[S:84.4%,D:5.6%],F:7.1%,M:2.9%,n:954	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Hemichordata, Enteropneusta, Harrimaniidae, Saccoglossus	GCF_000003605.2	full
UP000694866	Fopius arisanus	64838	15684	C:97.1%[S:62.1%,D:35.0%],F:1.3%,M:1.6%,n:5991	Unknown	Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Ichneumonoidea, Braconidae, Opiinae, Fopius	GCF_000806365.1	full
UP000694867	Galendromus occidentalis (western predatory mite)	34638	11652	C:98.7%[S:93.4%,D:5.4%],F:0.1%,M:1.1%,n:2934	Unknown	Mitochondrion MT; Unplaced	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Acari, Parasitiformes, Mesostigmata, Monogynaspida, Gamasina, Phytoseioidea, Phytoseiidae, Typhlodrominae, Galendromus	GCF_000255335.2	full
UP000694871	Gekko japonicus (Schlegel's Japanese gecko)	146911	22751	C:93.3%[S:75.5%,D:17.8%],F:3.0%,M:3.7%,n:7480	Unknown	Unplaced; Mitochondrion MT	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria, Lepidosauria, Squamata, Bifurcata, Gekkota, Gekkonidae, Gekkoninae, Gekko	GCF_001447785.1	full
